segment_id,road_name,mean_elevation_m,elev_range_m,mean_slope_deg,max_slope_deg,std_slope_deg,mean_curvature,terrain_roughness,stream_proximity_pct,n_pairs,mean_disp_mm,disp_trend_mm_per_month,disp_std_mm,mean_coherence,max_disp_mm,min_disp_mm,rock_class,rocktype1,unit_name,AADT_2022,truck_pct,truck_AADT,data_source,rock_risk_score,geology_enc,landcover_enc,known_unstable,rf_prob,risk_score,risk_category
252,I-40,396.9,109.8,6.04,17.89,4.0,-0.0202,22.72,10.7,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",66552,18.7,12445,FHWA_HPMS_2022,3,1,2,0,0.0,0.1658,Low
253,I-40,416.6,143.4,7.48,22.23,5.11,-0.02,26.61,10.5,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",72525,18.5,13417,FHWA_HPMS_2022,3,1,2,0,0.011243926141885326,0.1941,Low
254,I-40,442.9,168.0,8.28,22.23,5.15,-0.0004,29.74,10.8,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",67121,19.6,13155,FHWA_HPMS_2022,3,1,2,0,0.017910592808551992,0.2036,Low
255,I-40,440.3,139.4,6.42,19.67,4.0,-0.0278,23.78,10.8,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",54463,17.2,9367,FHWA_HPMS_2022,3,1,2,0,0.020327608705848974,0.1661,Low
256,I-40,426.4,69.9,3.97,11.5,2.39,-0.0142,14.6,10.7,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",59598,17.6,10489,FHWA_HPMS_2022,3,1,2,0,0.0,0.1296,Low
257,I-40,412.7,57.2,3.09,13.97,2.82,-0.0056,12.37,10.8,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",68283,16.5,11266,FHWA_HPMS_2022,3,1,2,0,0.0,0.1285,Low
258,I-40,456.3,224.7,8.1,20.23,6.12,-0.0235,31.09,10.8,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",58489,17.3,10118,FHWA_HPMS_2022,3,1,2,0,0.05632344853944232,0.2149,Low
259,I-40,572.5,370.6,14.74,28.73,5.7,0.0263,53.55,10.8,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",64201,18.6,11941,FHWA_HPMS_2022,3,1,2,1,0.9666666666666667,0.6275,High
260,I-40,648.3,267.7,15.49,28.73,7.0,0.0329,54.8,11.1,0,,,,,,,clastic_sedimentary,sandstone,Unicoi Formation,58408,19.1,11155,FHWA_HPMS_2022,3,1,1,1,0.9966666666666667,0.6206,High
261,I-40,662.6,287.6,13.74,31.55,6.79,0.04,48.84,10.4,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",50921,16.6,8452,FHWA_HPMS_2022,3,1,1,1,1.0,0.598,High
262,I-40,689.9,232.6,15.41,31.55,7.27,0.0109,53.92,10.4,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",54738,19.3,10564,FHWA_HPMS_2022,3,1,1,1,0.9932687396725252,0.6082,High
263,I-40,653.7,339.2,16.9,31.76,6.78,-0.0285,60.63,10.5,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",40738,20.0,8147,FHWA_HPMS_2022,3,1,1,1,0.9960882432068873,0.6272,High
264,I-40,562.0,345.2,19.18,31.76,6.35,-0.0186,67.13,10.4,0,,,,,,,clastic_sedimentary,sandstone,Unicoi Formation,50492,18.6,9391,FHWA_HPMS_2022,3,1,2,1,0.9998572955308358,0.6595,High
265,I-40,488.2,301.7,19.14,34.73,7.37,-0.015,66.69,10.5,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",53888,20.8,11208,FHWA_HPMS_2022,3,1,2,1,0.9965239621975024,0.6563,High
266,I-40,446.8,239.4,17.25,34.73,8.0,-0.0474,61.01,10.7,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",49509,16.8,8317,FHWA_HPMS_2022,3,1,2,1,0.9831906288641691,0.6162,High
267,I-40,475.8,215.3,14.16,31.32,8.06,-0.0176,52.94,11.0,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",62182,16.1,10011,FHWA_HPMS_2022,3,1,2,1,0.9799218891916439,0.598,High
268,I-40,507.3,256.7,13.01,31.32,7.09,0.0375,48.61,10.8,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",48707,15.3,7452,FHWA_HPMS_2022,3,1,2,1,0.9933333333333333,0.5829,High
269,I-40,472.2,201.5,13.99,30.86,6.16,-0.0461,49.4,10.8,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",53063,20.2,10718,FHWA_HPMS_2022,3,1,2,1,0.9331906288641691,0.568,High
270,I-40,502.4,260.5,14.78,30.86,6.54,-0.0192,51.45,10.8,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",55575,19.0,10559,FHWA_HPMS_2022,3,1,2,1,0.9998572955308358,0.6095,High
271,I-40,569.1,220.3,11.61,24.18,5.66,0.0423,40.7,10.7,0,,,,,,,clastic_sedimentary,shale,"Walden Creek Group, including Sandsuck Formation, Wilhite Formation, Shields Formation, and Licklog Formation",61341,17.9,10980,FHWA_HPMS_2022,3,1,2,1,0.844931332365914,0.5243,High
272,I-40,645.6,381.4,12.67,24.96,6.34,0.0315,46.01,10.7,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",42486,18.4,7817,FHWA_HPMS_2022,3,1,1,1,0.99,0.5927,High
273,I-40,741.1,311.1,16.47,25.65,5.54,0.0635,58.33,10.7,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",52466,16.3,8551,FHWA_HPMS_2022,3,1,1,1,1.0,0.6292,High
274,I-40,764.9,231.9,15.02,25.65,4.99,0.0619,51.51,10.4,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",48039,21.7,10424,FHWA_HPMS_2022,3,1,1,1,0.9958284600389864,0.5983,High
275,I-40,731.6,235.0,11.64,20.99,3.79,0.0235,40.55,10.4,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",44231,18.2,8050,FHWA_HPMS_2022,3,1,1,0,0.2768178147882736,0.309,Moderate
276,I-40,741.8,290.5,11.71,21.49,4.06,-0.023,41.77,10.8,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",49774,18.2,9058,FHWA_HPMS_2022,3,1,1,1,0.8681956174126452,0.533,High
277,I-40,803.2,272.2,14.49,22.47,4.14,-0.0271,51.52,11.0,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",48764,19.1,9313,FHWA_HPMS_2022,3,1,1,1,0.9865239621975025,0.5976,High
278,I-40,871.4,284.6,17.03,24.9,3.84,0.0048,59.0,10.8,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",45695,18.7,8544,FHWA_HPMS_2022,3,1,1,1,0.9952625091429301,0.6215,High
279,I-40,965.4,427.2,18.64,27.54,4.5,0.0096,66.72,10.7,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",48268,18.3,8833,FHWA_HPMS_2022,3,1,1,1,0.9999354063391919,0.6668,High
280,I-40,1036.0,372.9,17.76,27.54,5.09,0.016,64.04,10.7,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",46520,16.8,7815,FHWA_HPMS_2022,3,1,1,1,0.9999354063391919,0.6469,High
281,I-40,1004.9,349.5,14.01,26.83,4.73,0.0093,51.15,10.5,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",48435,18.7,9057,FHWA_HPMS_2022,3,1,1,1,0.9999354063391919,0.6112,High
282,I-40,926.1,261.3,11.35,23.83,4.48,-0.0045,41.5,10.5,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",50542,20.8,10512,FHWA_HPMS_2022,3,1,1,1,0.8781956174126452,0.5325,High
283,I-40,885.2,166.7,8.57,18.12,3.88,-0.0008,31.31,10.8,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",54090,20.0,10818,FHWA_HPMS_2022,3,1,1,0,0.031155562842724673,0.1969,Low
284,I-40,889.9,155.5,8.23,16.71,3.59,-0.0231,28.94,10.5,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",40543,16.4,6649,FHWA_HPMS_2022,3,1,1,0,0.0,0.1616,Low
285,I-40,931.6,183.0,9.43,16.89,3.67,0.0032,32.59,10.7,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",52678,13.2,6953,FHWA_HPMS_2022,3,1,1,0,0.05199376947040499,0.2056,Low
286,I-40,987.5,248.9,10.45,18.93,3.86,-0.0002,36.29,10.7,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",37972,12.5,4746,FHWA_HPMS_2022,3,1,1,0,0.059421576540220615,0.2132,Low
287,I-40,1089.0,283.3,10.46,18.93,3.45,-0.0045,39.03,10.7,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",44453,13.8,6134,FHWA_HPMS_2022,3,1,1,0,0.1066020730058585,0.2462,Low
288,I-40,1197.9,240.1,11.6,18.81,3.67,0.032,42.15,10.7,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",47117,14.1,6643,FHWA_HPMS_2022,3,1,1,1,0.8509893547492873,0.5125,High
289,I-40,1233.3,190.1,11.71,18.81,3.89,0.0374,40.3,10.7,0,,,,,,,metamorphic_crystalline,granite,Beech Granite,46011,15.6,7177,FHWA_HPMS_2022,4,2,1,1,0.7291765285094898,0.4867,Moderate
290,I-40,1218.5,181.7,9.42,16.57,3.65,0.0016,33.58,10.8,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",42758,11.5,4917,FHWA_HPMS_2022,3,1,1,0,0.013333333333333334,0.1815,Low
291,I-40,1177.8,206.9,7.72,21.33,3.69,-0.006,28.55,10.7,0,,,,,,,clastic_sedimentary,siltstone,"Snowbird Group, including Pigeon Siltstone, Roaring Fork Sandstone, Metcalf Phyllite, Longarm Quartzite, and Wading Branch Formation",44250,16.3,7212,FHWA_HPMS_2022,3,1,1,0,0.019264579506118505,0.1775,Low
292,I-40,1121.4,166.0,7.02,15.09,3.16,-0.0047,25.31,10.4,0,,,,,,,other,other,other,43225,13.8,5965,FHWA_HPMS_2022,1,3,1,0,0.0,0.1003,Low
293,I-40,1071.7,227.8,8.85,20.26,4.43,-0.017,30.81,10.7,0,,,,,,,other,other,other,42878,13.4,5745,FHWA_HPMS_2022,1,3,1,0,0.016088243206887273,0.1318,Low
294,I-40,1020.0,189.4,11.9,25.16,5.56,-0.0358,42.05,10.8,0,,,,,,,other,other,other,48058,12.5,6007,FHWA_HPMS_2022,1,3,1,0,0.20666666666666667,0.2266,Low
295,I-40,1003.1,182.4,12.29,25.16,5.73,-0.0139,43.59,10.7,0,,,,,,,other,other,other,43199,11.5,4967,FHWA_HPMS_2022,1,3,1,0,0.19,0.2179,Low
296,I-40,950.3,260.8,10.41,21.72,4.62,0.0066,39.52,10.8,0,,,,,,,other,other,other,39671,15.2,6029,FHWA_HPMS_2022,1,3,1,0,0.11942157654022062,0.1898,Low
297,I-40,914.7,223.1,13.06,24.55,5.69,0.0132,44.95,10.7,0,,,,,,,other,other,other,45022,14.1,6348,FHWA_HPMS_2022,1,3,1,1,0.9532687396725252,0.5012,High
298,I-40,899.1,310.4,15.9,24.55,4.9,0.05,54.34,10.5,0,,,,,,,other,other,other,43032,12.1,5206,FHWA_HPMS_2022,1,3,1,1,0.9966666666666667,0.5536,High
299,I-40,794.0,351.1,12.05,23.91,5.68,0.0046,42.64,10.7,0,,,,,,,other,other,other,44731,12.1,5412,FHWA_HPMS_2022,1,3,1,1,0.8966020730058585,0.4924,Moderate
300,I-40,735.2,165.7,9.26,23.41,4.79,-0.0182,35.14,11.0,0,,,,,,,other,other,other,44115,13.5,5955,FHWA_HPMS_2022,1,3,1,0,0.02666666666666667,0.1339,Low
301,I-40,849.4,431.4,16.63,31.75,8.24,0.0458,59.61,10.5,0,,,,,,,other,other,other,39214,16.5,6470,FHWA_HPMS_2022,1,3,1,1,1.0,0.5836,High
302,I-40,958.3,304.7,18.58,31.75,7.09,0.0456,65.3,10.5,0,,,,,,,other,other,other,40117,13.6,5455,FHWA_HPMS_2022,1,3,1,1,1.0,0.5793,High
303,I-40,1033.6,356.5,15.69,24.99,6.02,0.0204,57.38,10.7,0,,,,,,,other,other,other,44510,11.7,5207,FHWA_HPMS_2022,1,3,1,1,0.9733333333333334,0.5566,High
304,I-40,1090.1,296.0,16.43,24.99,5.83,-0.004,59.98,11.1,0,,,,,,,other,other,other,44050,13.6,5990,FHWA_HPMS_2022,1,3,1,1,0.9866020730058586,0.5593,High
305,I-40,1001.1,417.8,14.64,24.4,5.03,-0.028,52.87,10.4,0,,,,,,,other,other,other,41929,13.6,5702,FHWA_HPMS_2022,1,3,1,1,0.9960882432068873,0.5623,High
306,I-40,931.1,222.5,14.59,24.4,5.06,0.0099,50.7,10.4,0,,,,,,,other,other,other,42394,10.0,4239,FHWA_HPMS_2022,1,3,1,1,0.92,0.4989,Moderate
307,I-40,913.6,217.1,14.11,27.89,5.56,0.0027,50.11,10.7,0,,,,,,,other,other,other,41884,13.9,5821,FHWA_HPMS_2022,1,3,1,1,0.9660882432068874,0.513,High
308,I-40,950.8,354.2,14.87,24.08,4.93,-0.0747,53.89,10.7,0,,,,,,,other,other,other,36201,13.7,4959,FHWA_HPMS_2022,1,3,1,1,0.9760882432068873,0.5414,High
309,I-40,1077.8,368.1,15.69,24.08,3.85,0.016,53.75,10.7,0,,,,,,,other,other,other,39663,15.0,5949,FHWA_HPMS_2022,1,3,1,1,0.9960882432068873,0.5595,High
310,I-40,1085.5,324.4,14.91,23.2,4.35,0.0798,51.77,10.5,0,,,,,,,other,other,other,37385,16.8,6280,FHWA_HPMS_2022,1,3,1,1,0.9866666666666667,0.5411,High
311,I-40,952.3,352.8,17.19,27.18,5.47,0.0275,59.87,10.8,0,,,,,,,other,other,other,37338,15.7,5862,FHWA_HPMS_2022,1,3,1,1,1.0,0.5716,High
312,I-40,797.4,475.2,18.52,27.18,5.41,0.0513,63.65,10.4,0,,,,,,,other,other,other,41340,13.6,5622,FHWA_HPMS_2022,1,3,1,1,1.0,0.6062,High
313,I-40,682.6,329.2,15.29,27.12,6.33,0.0185,54.3,11.0,0,,,,,,,other,other,other,40509,12.3,4982,FHWA_HPMS_2022,1,3,1,1,0.99,0.5486,High
314,I-40,625.0,203.8,10.94,26.58,5.44,-0.0173,38.46,10.5,0,,,,,,,other,other,other,40473,17.9,7244,FHWA_HPMS_2022,1,3,1,0,0.1454783141288731,0.1939,Low
315,I-40,617.4,139.1,7.98,18.01,3.45,-0.0108,29.15,10.7,0,,,,,,,other,other,other,41968,14.1,5917,FHWA_HPMS_2022,1,3,1,0,0.0,0.1045,Low
316,I-40,629.7,161.4,7.77,18.92,4.02,-0.0191,29.34,10.8,0,,,,,,,other,other,other,38063,14.0,5328,FHWA_HPMS_2022,1,3,1,0,0.0,0.103,Low
317,I-40,640.9,149.3,8.61,16.01,3.93,-0.0043,31.35,10.5,0,,,,,,,other,other,other,40073,14.0,5610,FHWA_HPMS_2022,1,3,1,0,0.0033333333333333335,0.1112,Low
318,I-40,641.0,158.0,8.51,15.6,3.78,-0.0199,29.87,10.8,0,,,,,,,other,other,other,37056,14.3,5299,FHWA_HPMS_2022,1,3,1,0,0.0,0.1062,Low
319,I-40,642.2,141.5,6.36,14.92,3.1,-0.0055,22.61,10.7,0,,,,,,,other,other,other,32829,13.8,4530,FHWA_HPMS_2022,1,3,1,0,0.0,0.0786,Low
320,I-40,646.1,81.5,4.89,9.91,2.31,-0.0065,18.05,10.7,0,,,,,,,other,other,other,31666,13.1,4148,FHWA_HPMS_2022,1,3,1,0,0.0,0.0539,Low
321,I-40,652.6,81.2,4.15,9.91,2.04,0.0036,16.35,10.7,0,,,,,,,other,other,other,32248,13.2,4256,FHWA_HPMS_2022,1,3,1,0,0.0,0.0485,Low
322,I-40,637.8,166.7,5.37,17.77,3.42,0.0065,20.61,10.5,0,,,,,,,other,other,other,33523,14.0,4693,FHWA_HPMS_2022,1,3,1,0,0.0033333333333333335,0.077,Low
323,I-40,600.3,137.6,8.61,22.51,5.59,0.0008,30.99,11.0,0,,,,,,,other,other,other,29905,13.2,3947,FHWA_HPMS_2022,1,3,1,0,0.0033333333333333335,0.0978,Low
324,I-40,596.1,127.0,7.89,22.51,5.43,-0.0017,27.62,10.7,0,,,,,,,other,other,other,37356,12.9,4818,FHWA_HPMS_2022,1,3,2,0,0.0,0.0946,Low
325,I-40,616.2,91.1,4.25,11.69,2.29,-0.003,15.6,10.7,0,,,,,,,other,other,other,29424,14.2,4178,FHWA_HPMS_2022,1,3,1,0,0.0,0.0473,Low
326,I-40,630.7,65.9,3.42,7.66,1.7,0.0114,12.89,10.4,0,,,,,,,other,other,other,28891,13.6,3929,FHWA_HPMS_2022,1,3,1,0,0.0,0.0346,Low
327,I-40,637.3,75.6,4.25,11.56,2.31,0.008,14.84,11.0,0,,,,,,,other,other,other,34964,16.3,5699,FHWA_HPMS_2022,1,3,1,0,0.0,0.0509,Low
328,I-40,632.4,86.6,5.05,11.8,2.58,0.0036,18.13,10.4,0,,,,,,,other,other,other,34026,10.0,3402,FHWA_HPMS_2022,1,3,1,0,0.0,0.0564,Low
329,I-40,625.6,122.1,6.36,12.92,2.63,0.0141,22.2,10.8,0,,,,,,,other,other,other,33597,15.6,5241,FHWA_HPMS_2022,1,3,1,0,0.0,0.0767,Low
330,I-40,629.5,122.1,5.14,12.92,2.91,-0.0023,18.8,10.8,0,,,,,,,other,other,other,33608,15.9,5343,FHWA_HPMS_2022,1,3,1,0,0.0,0.0663,Low
331,I-40,637.5,75.0,3.38,9.03,1.55,-0.0109,12.24,10.8,0,,,,,,,other,other,other,31968,10.9,3484,FHWA_HPMS_2022,1,3,1,0,0.0,0.037,Low
332,I-40,649.5,54.0,2.91,5.68,1.28,-0.0029,10.24,10.7,0,,,,,,,other,other,other,29703,13.5,4009,FHWA_HPMS_2022,1,3,1,0,0.0,0.0276,Low
333,I-40,649.4,52.0,2.88,5.31,1.22,0.0108,10.42,10.8,0,,,,,,,other,other,other,32194,13.4,4313,FHWA_HPMS_2022,1,3,1,0,0.0,0.0299,Low
334,I-40,646.9,46.4,2.75,5.44,1.29,0.0014,10.29,10.5,0,,,,,,,other,other,other,30266,11.9,3601,FHWA_HPMS_2022,1,3,1,0,0.0,0.0254,Low
335,I-40,652.8,54.1,2.91,5.76,1.3,0.0033,10.39,10.8,0,,,,,,,other,other,other,34496,12.8,4415,FHWA_HPMS_2022,1,3,1,0,0.0,0.0324,Low
336,I-40,663.0,57.1,2.88,6.38,1.42,-0.0085,11.18,11.0,0,,,,,,,other,other,other,31623,12.3,3889,FHWA_HPMS_2022,1,3,1,0,0.0,0.0304,Low
337,I-40,689.8,144.4,6.16,19.95,5.22,-0.0326,22.13,11.0,0,,,,,,,other,other,other,29886,16.6,4961,FHWA_HPMS_2022,1,3,1,0,0.006666666666666667,0.078,Low
338,I-40,744.0,206.2,11.14,22.92,5.89,0.0004,38.69,10.7,0,,,,,,,other,other,other,31177,15.4,4801,FHWA_HPMS_2022,1,3,1,0,0.07608824320688728,0.1597,Low
339,I-40,797.6,263.6,15.34,29.87,6.11,0.0516,53.08,10.7,0,,,,,,,other,other,other,33057,15.9,5256,FHWA_HPMS_2022,1,3,1,1,0.98,0.5275,High
340,I-40,801.1,301.8,15.63,29.87,7.08,-0.0041,57.34,10.7,0,,,,,,,other,other,other,30556,15.1,4613,FHWA_HPMS_2022,1,3,1,1,0.9594215765402206,0.53,High
341,I-40,815.5,297.8,15.91,28.32,6.57,-0.01,56.67,10.8,0,,,,,,,other,other,other,29895,12.3,3677,FHWA_HPMS_2022,1,3,1,1,0.9494215765402206,0.5245,High
342,I-40,863.9,377.5,16.89,29.73,5.9,0.0279,59.65,10.2,0,,,,,,,other,other,other,35000,13.2,4620,FHWA_HPMS_2022,1,3,1,1,0.9866666666666667,0.5651,High
